pto. sup. terrestre,Fecha/Date,Pais/Country,Lugar/Place,Coordenadas del centro de la imagen/Center cordinates,Orientation,Observaciones/comments,Enlace a la ficha/Link,Enlace  a la imagen/Image,Autor/Author of clasification,Calidad/Cuality,Focal/ Focal Length,Cámara/ Model,T. Exposición/ Shutter,Apertura/ Aperture,ISO,Clasificada(1)/ No Clasificada(0),Other links(twitter and other),Similar images,Tilt
,2011:04:19 18:25:24,South Korea,Incheon,"37.5 , 126.8",Nadir: norte,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-14789,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-14789.jpg,Marian,,100.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,14788 - 14794,
,2011:04:19 18:25:56,South Korea,"SEOUL, HAN RIVER, SUWON, ANSAN ","37.3, 126.9",Nadir: norte,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=14797,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-14797.JPG,Marian,,200.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2011:04:19 18:26:21,South Korea,"CHEJU DO, JEJU, SEOGWIPO","33.4, 126.6",Nadir: noroeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=14803,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-14803.JPG,Marian,,116.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
"Lon   =  -335°17'50""     Lat   = +51°46'55""   ",2011:04:21 20:31:48,Hungary,Budapest,"47.499,19.041",noroeste arriba,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-15209,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-15209.jpg,Marian,muy buena,200.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,http://www.flickr.com/photos/magisstra/5329893054/in/photostream/,,
"Lon   =  -313°14'39""     Lat   = +48°59'25"" ",2011:04:21 20:35:35,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-15216,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-15216.jpg,Marian,,80.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   = -8°46'30""     Lat   = +50°38'13"" ",2011:04:23 22:51:21,Europa,Irlanda - UK,"52.589,-8.745",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-16302,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-16302.jpg,Marian,,28.0 mm,NIKON D3S,0.02,2.8,12800,0,,,
"Lon   = -183°15'08""     Lat   = -39°14'50"" ",2011:04:26 16:56:12,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-17353,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-17353.jpg,Marian,,200.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:04:30 01:39:32,Sudáfrica,Ciudad del Cabo,"-33.992,18.623",oeste arriba,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-18905,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-18905.jpg,Marian Guillermo,buena,200.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,http://i853.photobucket.com/albums/ab98/sdf545sd4f54/02CiudaddelCabo.jpg,,
"Lon   =  -336°54'58""     Lat   = +37°57'44""",2011:05:01 19:53:53,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-20950,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20950.jpg,Guillermo,,200.0mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  -335°17'30""     Lat   = +36°50'54""",2011:05:01 19:54:20,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-20959,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20959.jpg,Marian,,200 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  -333°39'35""     Lat   = +35°40'02""",2011:05:01 19:54:48,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-20967,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20967.jpg,Guillermo,,200mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  -326°27'45""     Lat   = +29°39'12""",2011:05:01 19:57:03,Egipto,Alexandria,"31.203,29.905",,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=20972,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20972.JPG,Marian,,200mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  -325°52'13""     Lat   = +29°05'49""",2011:05:01 19:57:15,Egipto,El Cairo,"22.391,30.278",arriba: noroeste,mayor campo,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=20976,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20976.JPG,Marian,,80 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  -324°53'54""     Lat   = +28°09'46""",2011:05:01 19:57:35,Egipto,El Cairo,"30.638,31.157",arriba: noroeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=20980,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20980.JPG,Marian,,200mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  -322°20'01""        Lat= +25°44'40"" ",2011:05:01 19:58:26,Israel,TEL AVIV-JERUSALEM-AMMAN REGION AT NIGHT,"32.0, 35.5",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-20996,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20996.jpg,Marian,,200 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:05:01 19:58:26,Israel,TEL AVIV-JERUSALEM-AMMAN REGION AT NIGHT,"32.0, 35.5",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-20997,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20997.jpg,"Guillermo, Marian",,200.0mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:05:01 19:58:53,Arabia Saudí,TABUK,"28.4, 36.6",,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-21007,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-21007.jpg,Marian,Buena,200.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,, 28933 - 28937,
"Lon   =  38°48'57""        Lat=+24°20'55""",2011:05:01 19:58:55,Arabia Saudí,TABUK,"28.4, 36.6",,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-21010,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-21010.jpg,Marian,,200 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:05:01 19:59:52,Arabia Saudí,Mecca,,,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=21015,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-21015.JPG,Marian,,200 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  41°59'44""     Lat   = +20°46'39""",2011:05:01 20:00:08,,,,,oscuro,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-20254,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-20254.jpg,Guillermo,,16.0mm,NIKON D3S,0.066666666666667,4,12800,0,,,
"Lon   =  45°22'37""     Lat   = +16°41'05""",2011:05:01 20:01:30,Arabia Saudí,Mecca y Taif??,,,muy parecida a la numero 68,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-21030,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-21030.jpg,Marian,,200 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =  46°15'20""     Lat   = +15°34'29"" ",2011:05:01 20:01:52,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS027&roll=E&frame=21037,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-21037.JPG,Marian,,200 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   =   3°47'25""     Lat   = +35°08'59"" ",2011:05:01 21:26:24,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-19991,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-19991.jpg,Marian,,185.0 mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
"Lon   = 320°43'32""     Lat   = +31°53'13""",2011:05:04 22:56:28,Sudáfrica,"Johannesburgo, Pretoria y Rustenburgo",Center Point Latitude: -26.0 Center Point Longitude: 28.0,arriba: suroeste,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-25764,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-25764.jpg,Guillermo,Buena,200.0mm,NIKON D3S,0.033333333333333,2.8,12800,0,,,
"Lon   =  25°16'47""     Lat   = -20°06'14""",2011:05:07 20:55:30,Sudáfrica,"Johannesburgo, Pretoria y Rustenburgo",Center Point Latitude: -26.0 Center Point Longitude: 28.0,arriba: norte,despejado,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-24885,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-24885.jpg,Guillermo,Buena,200.0mm,NIKON D3S,0.05,3.5,12800,1,,,
"Lon   = 313°49'18""     Lat   = -18°38'33""",2011:05:11 23:54:53,Brasil,Rio de Janerio,"-22.886,-43.187",arriba: sur,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS027-E-30639,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS027/ISS027-E-30639.jpg,Guillermo,,200.0mm,NIKON D3S,0.05,3.5,12800,0,,,
"Lon   =  90°58'03""     Lat   = +23°09'14"" ",2011:05:28 20:10:24,,India- Bangladesh,"24.327,81.650",arriba: norte,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS028-E-6131,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS028/ISS028-E-6131.jpg,Marian,,400.0 mm,NIKON D3S,0.008,2.8,12800,0,,,
,2011:06:11 20:50:03,,TUNIS-SOUSSE-SFAX REGION AT NIGHT,"36.0, 10.0",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS028-E-8591,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS028/ISS028-E-8591.jpg,Marian,,32.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2011:06:11 20:51:03,,ISLAND OF SICILY AT NIGHT,"38.0, 14.0",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS028&roll=E&frame=8594,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS028/ISS028-E-8594.JPG,Marian,,32.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,http://twitpic.com/5h5tt4,,
,2011:06:11 20:52:15,Italia,TARANTO-BRINDISI-LECCE AREA AT NIGHT,"40.5, 18.0",Nadir: suroeste,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS028-E-8600,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS028/ISS028-E-8600.jpg,Marian,,55.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2011:06:11 20:52:38,Italia,ROME-NAPLES-FOGGIA-PESCARA REGION AT NIGHT,"40.0, 14.0",Nadir: oeste,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS028&roll=E&frame=8601,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS028/ISS028-E-8601.JPG,Marian,,55.0 mm,NIKON D3S,0.066666666666667,2.8,12800,1,,,
,2011:02:06 01:23:04,,,,,muy movida,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-35987,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-35987.jpg,Guillermo,regular,200.0mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:02:06 01:27:08,,,,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS026-E-36031,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS026/ISS026-E-36031.jpg,Guillermo,,200.0mm,NIKON D3S,0.066666666666667,2.8,12800,0,,,
,2011:08:10 00:27:06,,"BRUSSELS AT NIGHT, LONDON, ROTTERDAM, ISS",,,,http://eol.jsc.nasa.gov/scripts/sseop/photo.pl?mission=ISS028&roll=E&frame=24376,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS028/ISS028-E-24376.JPG,Marian,,,,,,,,,,
,2011:08:10 00:27:23,," BRUSSELS AT NIGHT, ROTTERDAM, SOFT",,,,http://eol.jsc.nasa.gov/scripts/sseop/QuickView.pl?directory=ESC&ID=ISS028-E-24378,http://eol.jsc.nasa.gov/sseop/images/ESC/small/ISS028/ISS028-E-24378.jpg,Marian,,,,,,,,,,
